city,temperature,feels_like,humidity,wind_speed,description,timestamp
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:15:38
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:15:38
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:15:38
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:15:38
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:16:08
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:16:08
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:16:08
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:16:08
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:16:08
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:16:08
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:16:09
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:16:09
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:16:39
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:16:39
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:16:39
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:16:39
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:16:39
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:16:39
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:16:39
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:16:39
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:17:09
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:17:09
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:17:10
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:17:10
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:17:10
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:17:10
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:17:10
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:17:10
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:17:40
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:17:40
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:17:40
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:17:40
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:17:40
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:17:40
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:17:41
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:17:41
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:18:11
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:18:11
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:18:11
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:18:11
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:18:11
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:18:11
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:18:11
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:18:11
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:18:41
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:18:41
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:18:42
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:18:42
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:18:42
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:18:42
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:18:42
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:18:42
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:19:12
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:19:12
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:19:12
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:19:12
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:19:12
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:19:12
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:19:13
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:19:13
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:19:43
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:19:43
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:19:43
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:19:43
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:19:43
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:19:43
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:19:43
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:19:43
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:20:13
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:20:14
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:20:14
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:20:14
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:20:14
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:20:14
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:20:14
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:20:14
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:20:44
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:20:44
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:20:44
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:20:44
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:20:44
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:20:45
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:20:45
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:20:45
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:21:15
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:21:15
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:21:15
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:21:15
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:21:15
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:21:15
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:21:15
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:21:15
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:21:45
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:21:46
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:21:46
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:21:46
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:21:46
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:21:46
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:21:46
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:21:46
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:22:16
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:22:16
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:22:16
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:22:16
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:22:16
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:22:16
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:22:17
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:22:17
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:22:27
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:22:27
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:22:27
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:22:27
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:22:27
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:22:27
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:22:27
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:22:27
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:22:57
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:22:57
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:22:58
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:22:58
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:22:58
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:22:58
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:22:58
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:22:58
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:23:28
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:23:28
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:23:28
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:23:28
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:23:28
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:23:28
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:23:28
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:23:29
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:23:59
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:23:59
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:23:59
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:23:59
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:23:59
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:23:59
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:23:59
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:23:59
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:24:29
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:24:29
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:24:29
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:24:30
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:24:30
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:24:30
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:24:30
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:24:30
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:25:00
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:25:00
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:25:00
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:25:00
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:25:00
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:25:00
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:25:00
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:25:00
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:25:31
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:25:31
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:25:31
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:25:31
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:25:31
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:25:31
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:25:31
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:25:31
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:26:01
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:26:01
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:26:01
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:26:01
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:26:02
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:26:02
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:26:02
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:26:02
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:26:32
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:26:32
Pune,23.76,24.33,82,6.95,broken clouds,2025-09-01 16:26:32
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:26:32
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:26:32
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:26:32
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:26:32
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:26:32
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:27:03
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:27:03
Pune,23.76,24.33,82,6.95,broken clouds,2025-09-01 16:27:03
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:27:03
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:27:03
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:27:03
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:27:03
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:27:03
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:27:33
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:27:33
Pune,23.76,24.33,82,6.95,broken clouds,2025-09-01 16:27:33
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:27:34
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:27:34
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:27:34
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:27:34
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:27:34
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:28:04
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:28:04
Pune,23.76,24.33,82,6.95,broken clouds,2025-09-01 16:28:04
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:28:04
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:28:04
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:28:04
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:28:04
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:28:05
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:28:35
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:28:35
Pune,23.76,24.33,82,6.95,broken clouds,2025-09-01 16:28:35
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:28:35
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:28:35
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:28:35
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:28:35
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:28:35
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:29:05
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:29:05
Pune,23.76,24.33,82,6.95,broken clouds,2025-09-01 16:29:06
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:29:06
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:29:06
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:29:06
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:29:06
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:29:06
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:29:36
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:29:36
Pune,23.76,24.33,82,6.95,broken clouds,2025-09-01 16:29:36
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:29:36
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:29:36
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:29:36
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:29:37
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:29:37
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:30:07
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:30:07
Pune,23.76,24.33,82,6.95,broken clouds,2025-09-01 16:30:07
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:30:07
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:30:07
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:30:07
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:30:07
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:30:07
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:30:37
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:30:37
Pune,23.76,24.33,82,6.95,broken clouds,2025-09-01 16:30:38
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:30:38
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:30:38
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:30:38
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:30:38
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:30:38
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:31:08
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:31:08
Pune,23.76,24.33,82,6.95,broken clouds,2025-09-01 16:31:08
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:31:08
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:31:08
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:31:08
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:31:08
Hyderabad,26.39,26.39,71,5.72,overcast clouds,2025-09-01 16:31:09
Delhi,25.02,25.95,91,5.21,overcast clouds,2025-09-01 16:31:39
Mumbai,27.01,30.05,83,8.5,moderate rain,2025-09-01 16:31:39
Pune,23.85,24.33,78,6.95,broken clouds,2025-09-01 16:31:39
Nagpur,25.35,26.26,89,3.35,moderate rain,2025-09-01 16:31:39
Bangalore,25.61,25.98,67,5.84,light rain,2025-09-01 16:31:39
Chennai,33.37,38.0,53,4.33,overcast clouds,2025-09-01 16:31:40
Kolkata,32.63,39.63,65,1.23,light rain,2025-09-01 16:31:40
Hyderabad,26.24,26.24,73,5.72,overcast clouds,2025-09-01 16:31:40
Delhi,25.02,25.95,91,5.21,overcast clouds,2025-09-01 16:32:10
Mumbai,27.01,30.05,83,8.5,moderate rain,2025-09-01 16:32:10
Pune,23.85,24.33,78,6.95,broken clouds,2025-09-01 16:32:10
Nagpur,25.35,26.26,89,3.35,moderate rain,2025-09-01 16:32:11
Bangalore,25.61,25.98,67,5.84,light rain,2025-09-01 16:32:11
Chennai,33.37,38.0,53,4.33,overcast clouds,2025-09-01 16:32:11
Kolkata,32.63,39.63,65,1.23,light rain,2025-09-01 16:32:11
Hyderabad,26.24,26.24,73,5.72,overcast clouds,2025-09-01 16:32:11
Delhi,25.02,25.95,91,5.21,overcast clouds,2025-09-01 16:32:41
Mumbai,27.01,30.05,83,8.5,moderate rain,2025-09-01 16:32:41
Pune,23.85,24.33,78,6.95,broken clouds,2025-09-01 16:32:42
Nagpur,25.35,26.26,89,3.35,moderate rain,2025-09-01 16:32:42
Bangalore,25.61,25.98,67,5.84,light rain,2025-09-01 16:32:42
Chennai,33.37,38.0,53,4.33,overcast clouds,2025-09-01 16:32:42
Kolkata,32.63,39.63,65,1.23,light rain,2025-09-01 16:32:42
Hyderabad,26.24,26.24,73,5.72,overcast clouds,2025-09-01 16:32:42
Delhi,25.02,25.95,91,5.21,overcast clouds,2025-09-01 16:33:13
Mumbai,27.01,30.05,83,8.5,moderate rain,2025-09-01 16:33:13
Pune,23.85,24.33,78,6.95,broken clouds,2025-09-01 16:33:13
Nagpur,25.35,26.26,89,3.35,moderate rain,2025-09-01 16:33:13
Bangalore,25.61,25.98,67,5.84,light rain,2025-09-01 16:33:13
Chennai,33.37,38.0,53,4.33,overcast clouds,2025-09-01 16:33:13
Kolkata,32.63,39.63,65,1.23,light rain,2025-09-01 16:33:13
Hyderabad,26.24,26.24,73,5.72,overcast clouds,2025-09-01 16:33:14
Delhi,25.02,25.95,91,5.21,overcast clouds,2025-09-01 16:33:44
Mumbai,27.01,30.05,83,8.5,moderate rain,2025-09-01 16:33:44
Pune,23.85,24.33,78,6.95,broken clouds,2025-09-01 16:33:44
Nagpur,25.35,26.26,89,3.35,moderate rain,2025-09-01 16:33:44
Bangalore,25.61,25.98,67,5.84,light rain,2025-09-01 16:33:44
Chennai,33.37,38.0,53,4.33,overcast clouds,2025-09-01 16:33:44
Kolkata,32.63,39.63,65,1.23,light rain,2025-09-01 16:33:45
Hyderabad,26.24,26.24,73,5.72,overcast clouds,2025-09-01 16:33:45
Delhi,25.02,25.95,91,5.21,overcast clouds,2025-09-01 16:34:15
Mumbai,27.01,30.05,83,8.5,moderate rain,2025-09-01 16:34:15
Pune,23.85,24.33,78,6.95,broken clouds,2025-09-01 16:34:15
Nagpur,25.35,26.26,89,3.35,moderate rain,2025-09-01 16:34:15
Bangalore,25.61,25.98,67,5.84,light rain,2025-09-01 16:34:16
Chennai,33.37,38.0,53,4.33,overcast clouds,2025-09-01 16:34:16
Kolkata,32.63,39.63,65,1.23,light rain,2025-09-01 16:34:16
Hyderabad,26.24,26.24,73,5.72,overcast clouds,2025-09-01 16:34:16
Delhi,25.02,25.95,91,5.21,overcast clouds,2025-09-01 16:34:46
Mumbai,27.01,30.05,83,8.5,moderate rain,2025-09-01 16:34:46
Pune,23.85,24.33,78,6.95,broken clouds,2025-09-01 16:34:46
Nagpur,25.35,26.26,89,3.35,moderate rain,2025-09-01 16:34:47
Bangalore,25.61,25.98,67,5.84,light rain,2025-09-01 16:34:47
Chennai,33.37,38.0,53,4.33,overcast clouds,2025-09-01 16:34:47
Kolkata,32.63,39.63,65,1.23,light rain,2025-09-01 16:34:47
Hyderabad,26.24,26.24,73,5.72,overcast clouds,2025-09-01 16:34:47
Delhi,25.02,25.95,91,5.21,overcast clouds,2025-09-01 16:35:17
Mumbai,27.01,30.05,83,8.5,moderate rain,2025-09-01 16:35:18
Pune,23.85,24.33,78,6.95,broken clouds,2025-09-01 16:35:18
Nagpur,25.35,26.26,89,3.35,moderate rain,2025-09-01 16:35:18
Bangalore,25.61,25.98,67,5.84,light rain,2025-09-01 16:35:18
Chennai,33.37,38.0,53,4.33,overcast clouds,2025-09-01 16:35:18
Kolkata,32.63,39.63,65,1.23,light rain,2025-09-01 16:35:18
Hyderabad,26.24,26.24,73,5.72,overcast clouds,2025-09-01 16:35:19
Delhi,25.02,25.95,91,5.21,overcast clouds,2025-09-01 16:35:49
Mumbai,27.01,30.05,83,8.5,moderate rain,2025-09-01 16:35:49
Pune,23.85,24.33,78,6.95,broken clouds,2025-09-01 16:35:49
Nagpur,25.35,26.26,89,3.35,moderate rain,2025-09-01 16:35:49
Bangalore,25.61,25.98,67,5.84,light rain,2025-09-01 16:35:49
Chennai,33.37,38.0,53,4.33,overcast clouds,2025-09-01 16:35:49
Kolkata,32.63,39.63,65,1.23,light rain,2025-09-01 16:35:50
Hyderabad,26.24,26.24,73,5.72,overcast clouds,2025-09-01 16:35:50
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:36:20
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:36:20
Pune,23.76,24.33,82,6.95,broken clouds,2025-09-01 16:36:20
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:36:20
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:36:20
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:36:20
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:36:20
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:36:20
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:36:51
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:36:51
Pune,23.76,24.33,82,6.95,broken clouds,2025-09-01 16:36:51
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:36:51
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:36:51
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:36:51
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:36:51
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:36:51
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:37:21
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:37:21
Pune,23.76,24.33,82,6.95,broken clouds,2025-09-01 16:37:21
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:37:21
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:37:22
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:37:22
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:37:22
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:37:22
Delhi,25.06,26.08,94,5.21,light rain,2025-09-01 16:37:52
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:37:52
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:37:52
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:37:52
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:37:52
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:37:52
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:37:52
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:37:52
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:38:23
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:38:23
