city,temperature,feels_like,humidity,wind_speed,description,timestamp
Delhi,35.46,38.09,40,4.68,scattered clouds,2025-09-09 16:22:23
Mumbai,27.61,29.93,70,3.25,broken clouds,2025-09-09 16:22:23
Pune,26.35,26.35,70,5.24,overcast clouds,2025-09-09 16:22:24
Nagpur,29.7,34.32,70,2.09,moderate rain,2025-09-09 16:22:25
Bangalore,28.7,30.4,59,3.07,overcast clouds,2025-09-09 16:22:25
Chennai,31.11,35.87,63,6.8,overcast clouds,2025-09-09 16:22:26
Kolkata,31.83,38.22,65,3.89,overcast clouds,2025-09-09 16:22:27
Hyderabad,33.2,35.57,46,2.78,overcast clouds,2025-09-09 16:22:28
Delhi,35.46,38.09,40,4.68,scattered clouds,2025-09-09 16:22:59
Mumbai,27.61,29.93,70,3.25,broken clouds,2025-09-09 16:22:59
Pune,26.35,26.35,70,5.24,overcast clouds,2025-09-09 16:23:01
Nagpur,29.7,34.32,70,2.09,moderate rain,2025-09-09 16:23:01
Bangalore,28.7,30.4,59,3.07,overcast clouds,2025-09-09 16:23:01
Chennai,31.1,35.85,63,6.8,overcast clouds,2025-09-09 16:23:01
Kolkata,31.83,38.22,65,3.89,overcast clouds,2025-09-09 16:23:02
Hyderabad,33.2,35.57,46,2.78,overcast clouds,2025-09-09 16:23:02
Delhi,35.46,38.09,40,4.68,scattered clouds,2025-09-09 16:23:32
Mumbai,27.61,29.93,70,3.25,broken clouds,2025-09-09 16:23:33
Pune,26.35,26.35,70,5.24,overcast clouds,2025-09-09 16:23:33
Nagpur,29.7,34.32,70,2.09,moderate rain,2025-09-09 16:23:34
Bangalore,28.7,30.4,59,3.07,overcast clouds,2025-09-09 16:23:34
Chennai,31.1,35.85,63,6.8,overcast clouds,2025-09-09 16:23:34
Kolkata,31.83,38.22,65,3.89,overcast clouds,2025-09-09 16:23:34
Hyderabad,33.2,35.57,46,2.78,overcast clouds,2025-09-09 16:23:35
Delhi,35.46,38.09,40,4.68,scattered clouds,2025-09-09 16:24:06
Mumbai,27.61,29.93,70,3.25,broken clouds,2025-09-09 16:24:07
Pune,26.35,26.35,70,5.24,overcast clouds,2025-09-09 16:24:07
Nagpur,29.7,34.32,70,2.09,moderate rain,2025-09-09 16:24:08
Bangalore,28.7,30.4,59,3.07,overcast clouds,2025-09-09 16:24:08
Chennai,31.1,35.85,63,6.8,overcast clouds,2025-09-09 16:24:10
Kolkata,31.83,38.22,65,3.89,overcast clouds,2025-09-09 16:24:11
Hyderabad,33.27,35.43,45,2.78,overcast clouds,2025-09-09 16:24:11
Delhi,35.46,38.09,40,4.68,scattered clouds,2025-09-09 16:24:41
Mumbai,27.61,29.93,70,3.25,broken clouds,2025-09-09 16:24:41
Pune,26.35,26.35,70,5.24,overcast clouds,2025-09-09 16:24:42
Nagpur,29.7,34.32,70,2.09,moderate rain,2025-09-09 16:24:42
Bangalore,28.7,30.4,59,3.07,overcast clouds,2025-09-09 16:24:43
Chennai,31.1,35.85,63,6.8,overcast clouds,2025-09-09 16:24:43
Kolkata,31.83,38.22,65,3.89,overcast clouds,2025-09-09 16:24:43
Hyderabad,33.27,35.43,45,2.78,overcast clouds,2025-09-09 16:24:44
Delhi,35.46,38.09,40,4.68,scattered clouds,2025-09-09 16:25:15
Mumbai,27.61,29.93,70,3.25,broken clouds,2025-09-09 16:25:15
Pune,26.35,26.35,70,5.24,overcast clouds,2025-09-09 16:25:16
Nagpur,29.7,34.32,70,2.09,moderate rain,2025-09-09 16:25:16
Bangalore,28.7,30.4,59,3.07,overcast clouds,2025-09-09 16:25:17
Chennai,31.1,35.85,63,6.8,overcast clouds,2025-09-09 16:25:17
Kolkata,31.83,38.22,65,3.89,overcast clouds,2025-09-09 16:25:18
Hyderabad,33.27,35.43,45,2.78,overcast clouds,2025-09-09 16:25:19
Delhi,35.46,38.09,40,4.68,scattered clouds,2025-09-09 16:25:49
Mumbai,27.61,29.93,70,3.25,broken clouds,2025-09-09 16:25:49
Pune,26.35,26.35,70,5.24,overcast clouds,2025-09-09 16:25:49
Nagpur,29.7,34.32,70,2.09,moderate rain,2025-09-09 16:25:49
Bangalore,28.7,30.4,59,3.07,overcast clouds,2025-09-09 16:25:50
Chennai,31.1,35.85,63,6.8,overcast clouds,2025-09-09 16:25:50
Kolkata,31.83,38.22,65,3.89,overcast clouds,2025-09-09 16:25:50
Hyderabad,33.27,35.43,45,2.78,overcast clouds,2025-09-09 16:25:51
